RELATÓRIO DE EVOLUÇÃO - Tratamento Odontológico concluído
Equipes: eSB
Competências: ABR/25, AGO/25, DEZ/25

==================================================
RESUMO DAS VARIAÇÕES
==================================================
ABR_25: Média de pontuação = 95.78
AGO_25: Média de pontuação = 96.70
DEZ_25: Média de pontuação = 118.78

% de crescimento entre 2025-04 e 2025-08: 25.54%
% de crescimento entre 2025-08 e 2025-12: 51.94%

Crescimento total médio: 58.67%

==================================================
TOP 5 - MAIOR CRESCIMENTO
==================================================
  ESB 01 - UBS 04 REC (INE: 0001925660): 1819.85%
  ESB BALSAMO (INE: 0002062569): 1200.00%
  1212/53 (INE: 0001881329): 900.00%
  ESB 33 (INE: 0002019108): 900.00%
  ESB UOM (INE: 0002177013): 671.50%

==================================================
TOP 5 - MENOR CRESCIMENTO
==================================================
  ESB TUCANO - SOB (INE: 0002062607): -100.00%
  ESB 04 - UBS 02 GUARA (INE: 0002421747): -100.00%
  ESB 02 - UBS 01 VP (INE: 0002064103): -100.00%
  ESB 01 - UBS 03 REC (INE: 0001925083): -100.00%
  ESB 01 - UBS 05 TAG (INE: 0001923471): -100.00%


==================================================
DADOS COMPLETOS
==================================================

ESTABELECIMENTO;INE;NOME DA EQUIPE;PONT_ABR_25;PONT_AGO_25;PONT_DEZ_25;VAR_1_2_%;VAR_2_3_%;CRESCIMENTO_TOTAL_%
UBS 6 GAMA;0002169002;1222/58;120.0;111.11;83.33;-7.41;-25.0;-30.56
UBS 2 ITAPOA;0001910035;ESB 6 ITAPOA;145.45;125.0;171.43;-14.06;37.14;17.86
UBS 1 ASA SUL;0002203022;ESB LARANJA;100.0;100.0;100.0;0.0;0.0;0.0
UBS 02 AGUAS CLARAS;0002064146;ESB 01 - UBS 02 AC;76.19;100.0;131.25;31.25;31.25;72.27
UBS 6 CARIRU PARANOA;0001909584;ESB CARIRU;60.0;66.67;62.5;11.12;-6.25;4.17
UBS 04 SAMAMBAIA;0001923900;ESB 03 - UBS 04 SAM;125.0;90.91;125.0;-27.27;37.5;0.0
UBS 7 CEILANDIA;0002018942;ESB 21;80.0;43.48;62.5;-45.65;43.74;-21.88
UBS 02 NUCLEO BANDEIRANTE;0002117711;ESB 01 UBS 02 NB;180.0;150.0;33.33;-16.67;-77.78;-81.48
UBS 01 ESTRUTURAL;0002117622;ESB 02 UBS 01 ESTRUTURAL;85.71;0.0;100.0;-100.0;100.0;16.67
UBS 2 CEILANDIA;0002018667;ESB 11;2300.0;0.0;0.0;-100.0;0.0;-100.0
UBS 5 CEILANDIA;0002018764;ESB 15;50.0;200.0;50.0;300.0;-75.0;0.0
UBS 1 GAMA;0002256789;1230/66;233.33;200.0;225.0;-14.28;12.5;-3.57
UBS 07 SAMAMBAIA;0002376326;ESB 06 - UBS 07 SAM;112.5;200.0;50.0;77.78;-75.0;-55.56
UBS 07 TAGUATINGA;0001923560;ESB 01 - UBS 07 TAG;57.14;400.0;100.0;600.04;-75.0;75.01
UBS 20 PLANALTINA;0002447584;ESB DELTA;0.0;0.0;0.0;0.0;0.0;0.0
UBS 04 RECANTO DAS EMAS;0002064375;ESB 04 - UBS 04 REC;53.85;350.0;300.0;549.95;-14.29;457.1
UBS 2 GAMA;0001880160;1201/43;126.67;153.33;140.74;21.05;-8.21;11.11
UBS 02 SAMAMBAIA;0002064154;ESB 03 - UBS 02 SAM;133.33;0.0;0.0;-100.0;0.0;-100.0
UBS 1 BRAZLANDIA;0002018381;ESB 2;88.89;114.29;144.44;28.57;26.38;62.49
UBS 05 SAMAMBAIA;0002064278;ESB 04 - UBS 05 SAM;90.91;158.33;120.0;74.16;-24.21;32.0
UBS 01 GUARA;0002117312;ESB 01 UBS 01 GUARA;71.43;138.46;200.0;93.84;44.45;179.99
UBS 1 SOBRADINHO;0002428148;ESB PAVAO;111.11;150.0;171.43;35.0;14.29;54.29
UBS 3 ITAPOA;0001910086;ESB 8 ITAPOA;75.0;64.71;36.36;-13.72;-43.81;-51.52
UBS 01 AGUAS CLARAS;0001918346;ESB 03 - UBS 01 AC;210.0;83.33;80.0;-60.32;-4.0;-61.9
UBS 02 SAMAMBAIA;0001923692;ESB 02 - UBS 02 SAM;72.73;100.0;0.0;37.49;-100.0;-100.0
UBS 5 PLANALTINA;0002063026;ESB CORUJA - PL;62.5;125.0;175.0;100.0;40.0;180.0
UBS 01 AGUAS CLARAS;0001918281;ESB 02 - UBS 01 AC;200.0;88.89;83.33;-55.56;-6.25;-58.34
UBS 11 SAMAMBAIA;0002064294;ESB 03 - UBS 11 SAM;25.0;133.33;150.0;433.32;12.5;500.0
UBS 2 BRAZLANDIA;0002018446;ESB 3;100.0;94.74;95.0;-5.26;0.27;-5.0
UBS 2 CEILANDIA;0002018624;ESB 9;150.0;90.91;400.0;-39.39;340.0;166.67
UBS 2 ITAPOA;0002430843;ESB ESMERALDA;0.0;0.0;0.0;0.0;0.0;0.0
UBS 01 RIACHO FUNDO II;0002117916;ESB 04 UBS 01 RIACHO FUNDO II;0.0;100.0;88.89;100.0;-11.11;100.0
UBS 05 RIACHO FUNDO II;0002117932;ESB 06 UBS 05 RIACHO FUNDO II;0.0;0.0;200.0;0.0;100.0;100.0
UBS 06 TAGUATINGA;0002064057;ESB 03 - UBS 06 TAG;400.0;100.0;0.0;-75.0;-100.0;-100.0
UBS 02 SAMAMBAIA;0002064170;ESB 05 - UBS 02 SAM;100.0;71.43;133.33;-28.57;86.66;33.33
UBS 05 SAMAMBAIA;0002064243;ESB 02 - UBS 05 SAM;87.74;82.61;97.73;-5.85;18.3;11.39
UBS 01 VICENTE PIRES;0002456389;ESB 05 - UBS 01 VP;200.0;125.0;66.67;-37.5;-46.66;-66.66
UBS 02 SAMAMBAIA;0002064189;ESB 06 - UBS 02 SAM;140.0;91.67;90.0;-34.52;-1.82;-35.71
UBS 6 GAMA;0001881051;1209/51;100.0;126.32;207.14;26.32;63.98;107.14
UBS 5 SETOR DE MANSOES SOBRADINHO II;0002062879;ESB DENTE-DE-LEAO;88.24;75.0;275.0;-15.0;266.67;211.65
UBS 4 SETOR DE MANSOES SOBRADINHO II;0002062860;ESB CALIANDRA;100.0;91.3;30.0;-8.7;-67.14;-70.0
UBS 3 VEREDAS I BRAZLANDIA;0002018527;ESB 4;68.42;48.0;95.83;-29.85;99.65;40.06
UBS 2 SOBRADINHO II;0002062836;ESB ERVA-DOCE;100.0;97.56;172.13;-2.44;76.44;72.13
UBS 3 GAMA;0001880411;1204/46;62.5;100.0;75.0;60.0;-25.0;20.0
UBS 1 SOBRADINHO II;0002062771;ESB MARSALA;66.67;150.0;50.0;124.99;-66.67;-25.0
UBS 1 SANTA MARIA;0002125358;0026/39;350.0;163.64;266.67;-53.25;62.96;-23.81
UBS 03 RECANTO DAS EMAS;0001925571;ESB 06 - UBS 03 REC;47.06;126.67;100.0;169.17;-21.05;112.49
UBS 11 CEILANDIA;0002019108;ESB 33;40.0;100.0;400.0;150.0;300.0;900.0
UBS 1 PARANOA;0001906046;ESB 5 PARANOA;87.5;100.0;250.0;14.29;150.0;185.71
UBS 7 BURITIZINHO SOBRADINHO II;0002062763;ESB CINZA;76.92;105.56;123.08;37.23;16.6;60.01
UBS 01 RIACHO FUNDO I;0002117819;ESB 01 UBS 01 RIACHO FUNDO I;72.73;0.0;225.0;-100.0;100.0;209.36
UBS 01 SAMAMBAIA;0002456400;ESB 02 - UBS 01SAM;116.67;340.0;275.0;191.42;-19.12;135.71
UBS 6 CEILANDIA;0002018829;ESB 17;62.5;127.78;125.0;104.45;-2.18;100.0
UBS 9 SANTOS DUMONT PLANALTINA;0002063069;ESB LIBELULA;0.0;0.0;0.0;0.0;0.0;0.0
UBS 02 TAGUATINGA;0002456397;ESB 05 - UBS 02 TAG;62.5;233.33;75.0;273.33;-67.86;20.0
UBS 12 CEILANDIA;0002019124;ESB 35;33.33;100.0;118.18;200.03;18.18;254.58
UBS 04 RECANTO DAS EMAS;0001925660;ESB 01 - UBS 04 REC;41.67;33.33;800.0;-20.01;2300.24;1819.85
UBS 2 SOBRADINHO II;0002062828;ESB BEM-ME-QUER;147.06;200.0;900.0;36.0;350.0;512.0
UBS 3 GAMA;0001880233;1202/44;42.86;53.57;72.22;24.99;34.81;68.5
UBS 04 RECANTO DAS EMAS;0002064383;ESB 05 - UBS 04 REC;0.0;0.0;300.0;0.0;100.0;100.0
UBS 3 PARANOA PARQUE;0001909444;ESB 3 PARANOA PARQUE;110.0;70.27;100.0;-36.12;42.31;-9.09
UBS 3 NOVA COLINA SOBRADINHO;0002062682;ESB CEREJEIRA;100.0;58.33;63.64;-41.67;9.1;-36.36
UBS 4 CEILANDIA;0002019310;ESB 42;50.0;0.0;114.29;-100.0;100.0;128.58
UBS 01 NUCLEO BANDEIRANTE;0002117703;ESB 02 UBS 01 NB;60.0;55.56;200.0;-7.4;259.97;233.33
UBS 02 RECANTO DAS EMAS;0002064367;ESB 04 - UBS 02 REC;166.67;0.0;100.0;-100.0;100.0;-40.0
UBS 15 CEILANDIA;0002272849;ESB 52;142.86;116.67;166.67;-18.33;42.86;16.67
UBS 3 ASA NORTE VILA PLANALTO;0002473860;ESB IPE AMARELO;0.0;80.0;175.0;100.0;118.75;100.0
UBS 07 SAMAMBAIA;0001924575;ESB 03 - UBS 07 SAM;130.0;150.0;100.0;15.38;-33.33;-23.08
UBS 07 SAMAMBAIA;0001924508;ESB 01 - UBS 07 SAM;111.11;233.33;0.0;110.0;-100.0;-100.0
UBS 1 SAO SEBASTIAO;0001910248;ESB 6 SAO SEBASTIAO;66.67;200.0;200.0;199.99;0.0;199.99
UBS 1 VARJAO;0002203081;ESB AMIZADE;250.0;0.0;350.0;-100.0;100.0;40.0
UBS 01 TAGUATINGA;0002335638;ESB 04 - UBS 01 TAG;50.0;61.54;30.0;23.08;-51.25;-40.0
UBS 1 PARANOA;0001905902;ESB 3 PARANOA;300.0;400.0;0.0;33.33;-100.0;-100.0
UBS 01 RECANTO DAS EMAS;0002064316;ESB 01 - UBS 01 REC;71.43;160.0;75.0;124.0;-53.12;5.0
UBS 2 ASA NORTE;0002203065;ESB VERMELHA;77.78;72.73;50.0;-6.49;-31.25;-35.72
UBS 17 CEILANDIA;0002019280;ESB 41;140.0;76.19;112.2;-45.58;47.26;-19.86
UBS 6 CEILANDIA;0002018853;ESB 18;157.14;42.86;0.0;-72.72;-100.0;-100.0
UBS 9 CEILANDIA;0002019027;ESB 28;134.15;141.86;136.84;5.75;-3.54;2.01
UBS 02 TAGUATINGA;0001918621;ESB 01 - UBS 02 TAG;113.33;0.0;166.67;-100.0;100.0;47.07
UBS 07 SAMAMBAIA;0001924613;ESB 05 - UBS 07 SAM;69.57;100.0;157.14;43.74;57.14;125.87
UBS 08 TAGUATINGA;0001923625;ESB 02 - UBS 08 TAG;250.0;40.0;116.67;-84.0;191.68;-53.33
UBS 1 PARANOA;0001905716;ESB 1 PARANOA;162.5;50.0;63.64;-69.23;27.28;-60.84
UBS 4 GAMA;0002170914;1221/57;93.18;114.29;133.33;22.66;16.66;43.09
UBS 4 PLANALTINA;0002422409;ESB ALECRIM - PL;100.0;125.0;100.0;25.0;-20.0;0.0
UBS 1 SOBRADINHO;0002062593;ESB CANARIO - SOB;0.0;0.0;0.0;0.0;0.0;0.0
UBS 1 VARJAO;0002386887;ESB ALEGRIA;113.79;200.0;0.0;75.76;-100.0;-100.0
UBS 3 CEILANDIA;0002018683;ESB 12;106.67;100.0;0.0;-6.25;-100.0;-100.0
UBS 04 RIACHO FUNDO II;0002117924;ESB 01 UBS 04 RIACHO FUNDO II;200.0;83.33;80.0;-58.34;-4.0;-60.0
UBS 02 RECANTO DAS EMAS;0002064359;ESB 03 - UBS 02 REC;0.0;0.0;0.0;0.0;0.0;0.0
UBS 1 SOBRADINHO II;0002062747;ESB SALMAO;75.0;50.0;0.0;-33.33;-100.0;-100.0
UBS 03 GUARA;0002117541;ESB 03 UBS 03 GUARA;0.0;52.38;120.0;100.0;129.1;100.0
UBS 2 SANTA MARIA;0002256770;1229/65;0.0;100.0;0.0;100.0;-100.0;0.0
UBS 05 RECANTO DAS EMAS;0001924982;ESB 01 - UBS 05 REC;40.0;100.0;133.33;150.0;33.33;233.33
UBS 03 RECANTO DAS EMAS;0001925172;ESB 02 - UBS 03 REC;100.0;50.0;0.0;-50.0;-100.0;-100.0
UBS 7 CEILANDIA;0002018950;ESB 22;114.29;150.0;85.71;31.25;-42.86;-25.01
UBS 7 INCRA 08 BRAZLANDIA;0002018578;ESB 5;55.56;75.0;100.0;34.99;33.33;79.99
UBS 2 BRAZLANDIA;0002156253;ESB 43;27.27;111.11;120.0;307.44;8.0;340.04
UBS 1 GAMA;0002220784;1223/59;0.0;0.0;0.0;0.0;0.0;0.0
UBS 08 TAGUATINGA;0002064081;ESB 03 - UBS 08 TAG;0.0;0.0;0.0;0.0;0.0;0.0
UBS 1 LAGO NORTE;0002536250;ESB ONIX;0.0;80.0;271.43;100.0;239.29;100.0
UBS 04 RECANTO DAS EMAS;0001925717;ESB 02 - UBS 04 REC;33.33;83.33;62.5;150.02;-25.0;87.52
UBS 2 ASA NORTE;0002335581;ESB AZUL;66.67;100.0;150.0;49.99;50.0;124.99
UBS 5 PLANALTINA;0002062976;ESB GARCA;100.0;100.0;140.0;0.0;40.0;40.0
UBS 06 TAGUATINGA;0001923552;ESB 02 - UBS 06 TAG;266.67;62.5;46.15;-76.56;-26.16;-82.69
UBS 1 SAO SEBASTIAO;0001910116;ESB 1 SAO SEBASTIAO;200.0;150.0;50.0;-25.0;-66.67;-75.0
UBS 4 PLANALTINA;0002062941;ESB CAMOMILA;200.0;133.33;225.0;-33.33;68.75;12.5
UBS 1 BRAZLANDIA;0002018349;ESB 1;0.0;0.0;62.5;0.0;100.0;100.0
UBS 5 CEILANDIA;0002018772;ESB 16;200.0;150.0;114.29;-25.0;-23.81;-42.86
UBS 11 SAMAMBAIA;0002235153;ESB 04 - UBS11 SAM;0.0;0.0;0.0;0.0;0.0;0.0
UBS 9 ENGENHO DAS LAGES GAMA;0002235846;1228/64;187.5;112.5;40.0;-40.0;-64.44;-78.67
UBS 12 SAMAMBAIA;0001924834;ESB 03 - UBS 12 SAM;0.0;0.0;100.0;0.0;100.0;100.0
UBS 1 SAO SEBASTIAO;0001910183;ESB 4 SAO SEBASTIAO;0.0;25.0;50.0;100.0;100.0;100.0
UBS 01 RIACHO FUNDO I;0002117843;ESB 02 UBS 01 RIACHO FUNDO 01;60.0;66.67;400.0;11.12;499.97;566.67
UBS 2 ASA NORTE;0002489201;ESB VERDE;114.29;100.0;100.0;-12.5;0.0;-12.5
UBS 2 GAMA;0001880055;0253/41;170.0;244.44;210.53;43.79;-13.87;23.84
UBS 05 TAGUATINGA;0001923501;ESB 02 - UBS 05 TAG;55.56;57.14;50.0;2.84;-12.5;-10.01
UBS 1 SAO SEBASTIAO;0001910167;ESB 3 SAO SEBASTIAO;80.0;0.0;111.11;-100.0;100.0;38.89
UBS 10 SANTA MARIA;0001881132;1210/37;82.5;108.7;100.0;31.76;-8.0;21.21
UBS 03 GUARA;0002117525;ESB 01 UBS 03 GUARA;66.67;33.33;0.0;-50.01;-100.0;-100.0
UBS 2 SOBRADINHO II;0002062844;ESB ALECRIM;177.78;104.17;173.08;-41.41;66.15;-2.64
UBS 08 SAMAMBAIA;0001924702;ESB 02 - UBS 08 SAM;150.0;0.0;87.5;-100.0;100.0;-41.67
UBS 5 GAMA;0002376318;1235/71;92.31;95.83;57.89;3.81;-39.59;-37.29
UBS 03 GUARA;0002117576;ESB 04 UBS 03 GUARA;78.26;100.0;200.0;27.78;100.0;155.56
UBS 02 TAGUATINGA;0001918788;ESB 02 - UBS 02 TAG;66.67;100.0;100.0;49.99;0.0;49.99
UBS 9 CEILANDIA;0002019043;ESB 29;60.87;57.14;100.0;-6.13;75.01;64.28
UBS 1 LAGO NORTE;0002203073;ESB TOPAZIO;0.0;60.0;0.0;100.0;-100.0;0.0
UBS 03 RECANTO DAS EMAS;0001925504;ESB 05 - UBS 03 REC;50.0;55.56;60.0;11.12;7.99;20.0
UBS 3 SANTA MARIA;0001881264;3400/38;283.33;75.0;66.67;-73.53;-11.11;-76.47
UBS 1 ITAPOA;0001909827;ESB 1 ITAPOA;84.62;111.11;200.0;31.3;80.0;136.35
UBS 06 TAGUATINGA;0001923544;ESB 01 - UBS 06 TAG;66.67;50.0;87.5;-25.0;75.0;31.24
UBS 1 SOBRADINHO;0002062585;ESB GAIVOTA - SOB;0.0;122.22;100.0;100.0;-18.18;100.0
UBS 06 SAMAMBAIA;0001924443;ESB 02 - UBS 06 SAM;411.11;1933.33;0.0;370.27;-100.0;-100.0
UBS 12 SAMAMBAIA;0002456419;ESB 06 - UBS 12 SAM;85.71;0.0;0.0;-100.0;0.0;-100.0
UBS 3 CEILANDIA;0002018691;ESB 13;0.0;0.0;0.0;0.0;0.0;0.0
UBS 6 LAGO OESTE SOBRADINHO;0002062720;ESB FLOR DO CERRADO;46.67;200.0;60.0;328.54;-70.0;28.56
UBS 1 SANTA MARIA;0001879774;0553/34;240.0;180.0;185.71;-25.0;3.17;-22.62
UBS 17 CEILANDIA;0002019272;ESB 40;0.0;0.0;0.0;0.0;0.0;0.0
UBS 02 SAMAMBAIA;0001923676;ESB 01 - UBS 02 SAM;83.33;0.0;600.0;-100.0;100.0;620.03
UBS 06 SAMAMBAIA;0001924478;ESB 03 - UBS 06 SAM;150.0;60.0;200.0;-60.0;233.33;33.33
UBS 1 SOBRADINHO II;0002062755;ESB LILAS - SOB;100.0;109.68;100.0;9.68;-8.83;0.0
UBS 3 VALE DOS PINHEIROS SOBRADINHO II;0002062852;ESB VALE DOS PINHEIROS;0.0;61.54;100.0;100.0;62.5;100.0
UBS 03 TAGUATINGA;0002294923;ESB 03 - UBS 03TAG;200.0;100.0;0.0;-50.0;-100.0;-100.0
UBS 10 CEILANDIA;0002019078;ESB 31;0.0;137.5;0.0;100.0;-100.0;0.0
UBS 1 ASA NORTE;0002514109;ESB LUA;150.0;100.0;85.71;-33.33;-14.29;-42.86
UBS 03 TAGUATINGA;0001923447;ESB 02 - UBS 03 TAG;100.0;0.0;100.0;-100.0;100.0;0.0
UBS 1 ASA SUL;0002203030;ESB LILAS;75.0;71.43;128.57;-4.76;79.99;71.43
UBS 3 GAMA;0001880330;1203/45;0.0;55.56;750.0;100.0;1249.89;100.0
UBS 01 VICENTE PIRES;0001917870;ESB 01 - UBS 01 VP;300.0;0.0;0.0;-100.0;0.0;-100.0
UBS 1 CRUZEIRO;0002203111;ESB INGA;42.86;0.0;0.0;-100.0;0.0;-100.0
UBS 01 RECANTO DAS EMAS;0002064332;ESB 03 - UBS 01 REC;150.0;150.0;0.0;0.0;-100.0;-100.0
UBS 05 SAMAMBAIA;0002064251;ESB 03 - UBS 05 SAM;0.0;76.19;93.33;100.0;22.5;100.0
UBS 1 JARDINS MANGUEIRAL;0001910280;ESB 1 JARDINS MANGUEIRAL;121.43;91.67;144.44;-24.51;57.57;18.95
UBS 1 CEILANDIA;0002018594;ESB 7;0.0;95.83;125.0;100.0;30.44;100.0
UBS 1 GAMA;0002378590;1236/72;0.0;0.0;0.0;0.0;0.0;0.0
UBS 5 SANTA MARIA;0002167697;1220/56;131.25;92.0;350.0;-29.9;280.43;166.67
